0.000000e+00	4.379052e+03	1.304755e+04	2.841097e+04
3.456932e-03	4.378499e+03	1.304596e+04	2.840991e+04
6.913864e-03	4.374966e+03	1.304006e+04	2.840909e+04
1.037080e-02	4.368255e+03	1.302864e+04	2.840907e+04
1.382773e-02	-1.097604e+02	1.232137e+04	3.531975e+04
1.728466e-02	7.323331e+03	1.344833e+04	2.380282e+04
2.074159e-02	4.442556e+03	1.297711e+04	2.813336e+04
2.419852e-02	2.251396e+04	1.576612e+04	3.377480e+02
2.765545e-02	1.892768e+04	1.524954e+04	6.343642e+03
3.111239e-02	1.535973e+04	1.471057e+04	1.146145e+04
3.456932e-02	1.628454e+04	1.486822e+04	1.008013e+04
3.802625e-02	1.628127e+04	1.488266e+04	1.006552e+04
4.148318e-02	1.627796e+04	1.489707e+04	1.005093e+04
4.494011e-02	1.631978e+04	1.487891e+04	1.010554e+04
4.839704e-02	1.645783e+04	1.479255e+04	1.033226e+04
5.185398e-02	1.636514e+04	1.487311e+04	1.021907e+04
5.531091e-02	1.637128e+04	1.488165e+04	1.024137e+04
5.876784e-02	1.637134e+04	1.489466e+04	1.025686e+04
6.222477e-02	1.636958e+04	1.490898e+04	1.026973e+04
6.568170e-02	1.636784e+04	1.492326e+04	1.028261e+04
6.913864e-02	1.640727e+04	1.491654e+04	1.032075e+04
7.259557e-02	1.643004e+04	1.491253e+04	1.035598e+04
7.605250e-02	1.642151e+04	1.492572e+04	1.037038e+04
7.950943e-02	1.643328e+04	1.492964e+04	1.039583e+04
8.296636e-02	1.644185e+04	1.493489e+04	1.041966e+04
8.642329e-02	1.645042e+04	1.494014e+04	1.044346e+04
8.988023e-02	1.646072e+04	1.494659e+04	1.046560e+04
9.333716e-02	1.648132e+04	1.496011e+04	1.047815e+04
9.679409e-02	1.648395e+04	1.496129e+04	1.050735e+04
1.002510e-01	1.649213e+04	1.496628e+04	1.053135e+04
1.037080e-01	1.650094e+04	1.497171e+04	1.055472e+04
1.071649e-01	1.650943e+04	1.497693e+04	1.057835e+04
1.106218e-01	1.651791e+04	1.498214e+04	1.060194e+04
1.140787e-01	1.653284e+04	1.499175e+04	1.061944e+04
1.175357e-01	1.654797e+04	1.500151e+04	1.063673e+04
1.209926e-01	1.655001e+04	1.500233e+04	1.066624e+04
1.244495e-01	1.655955e+04	1.500827e+04	1.068869e+04
1.279065e-01	1.656799e+04	1.501347e+04	1.071211e+04
1.313634e-01	1.657640e+04	1.501865e+04	1.073552e+04
1.348203e-01	1.658542e+04	1.502425e+04	1.075831e+04
1.382773e-01	1.660556e+04	1.503739e+04	1.077051e+04
1.417342e-01	1.661060e+04	1.504029e+04	1.079701e+04
1.451911e-01	1.661719e+04	1.504424e+04	1.082198e+04
1.486481e-01	1.662606e+04	1.504975e+04	1.084475e+04
1.521050e-01	1.663440e+04	1.505489e+04	1.086798e+04
1.555619e-01	1.664272e+04	1.506003e+04	1.089118e+04
1.590189e-01	1.665501e+04	1.506784e+04	1.091052e+04
1.624758e-01	1.667312e+04	1.507960e+04	1.092425e+04
1.659327e-01	1.667445e+04	1.508002e+04	1.095403e+04
1.693897e-01	1.668351e+04	1.508567e+04	1.097636e+04
1.728466e-01	1.669186e+04	1.509084e+04	1.099931e+04
1.763035e-01	1.670011e+04	1.509594e+04	1.102232e+04
1.797605e-01	1.670840e+04	1.510108e+04	1.104524e+04
1.832174e-01	1.672655e+04	1.511284e+04	1.105854e+04
1.866743e-01	1.673527e+04	1.511828e+04	1.108096e+04
1.901312e-01	1.673980e+04	1.512089e+04	1.110741e+04
1.935882e-01	1.674877e+04	1.512650e+04	1.112949e+04
1.970451e-01	1.675693e+04	1.513156e+04	1.115232e+04
2.005020e-01	1.676507e+04	1.513662e+04	1.117511e+04
2.039590e-01	1.677531e+04	1.514308e+04	1.119579e+04
2.074159e-01	1.679480e+04	1.515572e+04	1.120736e+04
2.108728e-01	1.679677e+04	1.515665e+04	1.123609e+04
2.143298e-01	1.680485e+04	1.516168e+04	1.125877e+04
2.177867e-01	1.681316e+04	1.516685e+04	1.128118e+04
2.212436e-01	1.682121e+04	1.517187e+04	1.130378e+04
2.247006e-01	1.682924e+04	1.517687e+04	1.132636e+04
2.281575e-01	1.684423e+04	1.518650e+04	1.134197e+04
2.316144e-01	1.685744e+04	1.519496e+04	1.135933e+04
2.350714e-01	1.685972e+04	1.519613e+04	1.138748e+04
2.385283e-01	1.686874e+04	1.520181e+04	1.140889e+04
2.419852e-01	1.687671e+04	1.520678e+04	1.143130e+04
2.454422e-01	1.688465e+04	1.521174e+04	1.145369e+04
2.488991e-01	1.689342e+04	1.521725e+04	1.147518e+04
2.523560e-01	1.691274e+04	1.522977e+04	1.148602e+04
2.558130e-01	1.691663e+04	1.523204e+04	1.151236e+04
2.592699e-01	1.692326e+04	1.523614e+04	1.153587e+04
2.627268e-01	1.693155e+04	1.524134e+04	1.155766e+04
2.661837e-01	1.693939e+04	1.524625e+04	1.157986e+04
2.696407e-01	1.694722e+04	1.525115e+04	1.160202e+04
2.730976e-01	1.695942e+04	1.525895e+04	1.161967e+04
2.765545e-01	1.697580e+04	1.526952e+04	1.163303e+04
2.800115e-01	1.697700e+04	1.527004e+04	1.166179e+04
2.834684e-01	1.698564e+04	1.527549e+04	1.168293e+04
2.869253e-01	1.699344e+04	1.528039e+04	1.170486e+04
2.903823e-01	1.700116e+04	1.528524e+04	1.172683e+04
2.938392e-01	1.700902e+04	1.529018e+04	1.174860e+04
2.972961e-01	1.702671e+04	1.530163e+04	1.176018e+04
3.007531e-01	1.703370e+04	1.530599e+04	1.178277e+04
3.042100e-01	1.703846e+04	1.530889e+04	1.180759e+04
3.076669e-01	1.704676e+04	1.531414e+04	1.182871e+04
3.111239e-01	1.705437e+04	1.531893e+04	1.185048e+04
3.145808e-01	1.706196e+04	1.532371e+04	1.187223e+04
3.180377e-01	1.707197e+04	1.533010e+04	1.189139e+04
3.214947e-01	1.708994e+04	1.534174e+04	1.190221e+04
3.249516e-01	1.709137e+04	1.534245e+04	1.193023e+04
3.284085e-01	1.709914e+04	1.534736e+04	1.195158e+04
3.318655e-01	1.710683e+04	1.535222e+04	1.197296e+04
3.353224e-01	1.711431e+04	1.535695e+04	1.199451e+04
3.387793e-01	1.712177e+04	1.536166e+04	1.201602e+04
3.422362e-01	1.713653e+04	1.537121e+04	1.202975e+04
3.456932e-01	1.714761e+04	1.537831e+04	1.204735e+04
3.491501e-01	1.715016e+04	1.537979e+04	1.207389e+04
3.526070e-01	1.715848e+04	1.538508e+04	1.209428e+04
3.560640e-01	1.716585e+04	1.538975e+04	1.211562e+04
3.595209e-01	1.717319e+04	1.539440e+04	1.213694e+04
3.629778e-01	1.718159e+04	1.539976e+04	1.215707e+04
3.664348e-01	1.719965e+04	1.541149e+04	1.216680e+04
3.698917e-01	1.720251e+04	1.541319e+04	1.219276e+04
3.733486e-01	1.720899e+04	1.541728e+04	1.221478e+04
3.768056e-01	1.721657e+04	1.542211e+04	1.223556e+04
3.802625e-01	1.722379e+04	1.542670e+04	1.225668e+04
3.837194e-01	1.723099e+04	1.543128e+04	1.227776e+04
3.871764e-01	1.724288e+04	1.543896e+04	1.229370e+04
3.906333e-01	1.725724e+04	1.544827e+04	1.230693e+04
3.940902e-01	1.725839e+04	1.544885e+04	1.233441e+04
3.975472e-01	1.726641e+04	1.545399e+04	1.235438e+04
4.010041e-01	1.727355e+04	1.545854e+04	1.237525e+04
4.044610e-01	1.728062e+04	1.546305e+04	1.239613e+04
4.079179e-01	1.728795e+04	1.546773e+04	1.241668e+04
4.113749e-01	1.730473e+04	1.547868e+04	1.242679e+04
4.148318e-01	1.731010e+04	1.548207e+04	1.244938e+04
4.182887e-01	1.731490e+04	1.548508e+04	1.247253e+04
4.217457e-01	1.732241e+04	1.548990e+04	1.249264e+04
4.252026e-01	1.732935e+04	1.549434e+04	1.251332e+04
4.286595e-01	1.733627e+04	1.549877e+04	1.253397e+04
4.321165e-01	1.734587e+04	1.550499e+04	1.255157e+04
4.355734e-01	1.736198e+04	1.551551e+04	1.256191e+04
4.390303e-01	1.736297e+04	1.551600e+04	1.258898e+04
4.424873e-01	1.737024e+04	1.552068e+04	1.260901e+04
4.459442e-01	1.737718e+04	1.552513e+04	1.262934e+04
4.494011e-01	1.738396e+04	1.552949e+04	1.264979e+04
4.528581e-01	1.739072e+04	1.553383e+04	1.267021e+04
4.563150e-01	1.740499e+04	1.554316e+04	1.268212e+04
4.597719e-01	1.741384e+04	1.554890e+04	1.270008e+04
4.632289e-01	1.741661e+04	1.555060e+04	1.272480e+04
4.666858e-01	1.742408e+04	1.555542e+04	1.274418e+04
4.701427e-01	1.743072e+04	1.555970e+04	1.276443e+04
4.735997e-01	1.743734e+04	1.556397e+04	1.278464e+04
4.770566e-01	1.744523e+04	1.556909e+04	1.280334e+04
4.805135e-01	1.746166e+04	1.557990e+04	1.281227e+04
4.839704e-01	1.746361e+04	1.558105e+04	1.283762e+04
4.874274e-01	1.746974e+04	1.558500e+04	1.285816e+04
4.908843e-01	1.747651e+04	1.558938e+04	1.287790e+04
4.943412e-01	1.748298e+04	1.559357e+04	1.289791e+04
4.977982e-01	1.748943e+04	1.559774e+04	1.291789e+04
5.012551e-01	1.750078e+04	1.560519e+04	1.293216e+04
5.047120e-01	1.751294e+04	1.561318e+04	1.294545e+04
5.081690e-01	1.751405e+04	1.561379e+04	1.297138e+04
5.116259e-01	1.752128e+04	1.561850e+04	1.299022e+04
5.150828e-01	1.752764e+04	1.562262e+04	1.301000e+04
5.185398e-01	1.753394e+04	1.562671e+04	1.302977e+04
5.219967e-01	1.754063e+04	1.563107e+04	1.304902e+04
5.254536e-01	1.755611e+04	1.564133e+04	1.305797e+04
5.289106e-01	1.756002e+04	1.564382e+04	1.308036e+04
5.323675e-01	1.756465e+04	1.564679e+04	1.310183e+04
5.358244e-01	1.757127e+04	1.565111e+04	1.312092e+04
5.392814e-01	1.757742e+04	1.565512e+04	1.314049e+04
5.427383e-01	1.758355e+04	1.565911e+04	1.316003e+04
5.461952e-01	1.759256e+04	1.566506e+04	1.317608e+04
5.496522e-01	1.760657e+04	1.567437e+04	1.318620e+04
5.531091e-01	1.760719e+04	1.567465e+04	1.321205e+04
5.565660e-01	1.761377e+04	1.567896e+04	1.323079e+04
5.600229e-01	1.761986e+04	1.568295e+04	1.325004e+04
5.634799e-01	1.762583e+04	1.568685e+04	1.326937e+04
5.669368e-01	1.763180e+04	1.569076e+04	1.328864e+04
5.703937e-01	1.764517e+04	1.569969e+04	1.329899e+04
