-525.2758538653779	-204.78745902517332	-117.39412475922057	-90.0	-60.0	90.0
-533.3703189406302	-188.52692503414292	-119.20316021346947	-90.0	-50.0	90.0
-471.31329004343075	-147.36044187459322	-162.29481810954968	-90.0	-40.0	80.0
-540.2850612568836	-173.59779756568375	-120.748538924824	-90.0	-40.0	90.0
-412.0824245201603	-106.08293955187331	-195.451314547554	-90.0	-30.0	70.0
-478.7313763007981	-130.60083198515642	-163.79429037290186	-90.0	-30.0	80.0
-546.459412325001	-159.3047284245655	-122.12844728014612	-90.0	-30.0	90.0
-420.3239173009762	-86.48353641277423	-196.8810302072915	-90.0	-20.0	70.0
-485.8038770588344	-113.24256675891003	-165.16356451366755	-90.0	-20.0	80.0
-552.1664489601937	-145.13037627799926	-123.40391533341203	-90.0	-20.0	90.0
-366.53792110443555	-41.29260616103212	-221.25859546495687	-90.0	-10.0	60.0
-428.3801840849605	-65.31547237645823	-198.10147926640474	-90.0	-10.0	70.0
-492.6393025908236	-94.8683938472396	-166.41704627947274	-90.0	-10.0	80.0
-557.5902153196133	-130.62759929222526	-124.61607519185038	-90.0	-10.0	90.0
-318.2810317772685	5.087727618995036	-238.18993419714454	-90.0	0.0	50.0
-375.5169241204918	-15.754435101508653	-222.07151152741434	-90.0	0.0	60.0
-436.24228044774793	-42.121808054154435	-199.06894936297425	-90.0	0.0	70.0
-499.3038141927963	-75.0025438337248	-167.55383592029833	-90.0	0.0	80.0
-562.8628483795692	-115.34883720930232	-125.79445820469054	-90.0	0.0	90.0
-275.97771354227734	53.02115862069703	-248.7862977762214	-90.0	10.0	40.0
-328.0429216923118	35.48757966822589	-238.20534090233122	-90.0	10.0	50.0
-384.1988609967811	12.770455734902278	-222.34419044694909	-90.0	10.0	60.0
-443.85241049589126	-16.311405048445316	-199.70917960036863	-90.0	10.0	70.0
-505.81957393448306	-53.058268488405645	-168.55493661151104	-90.0	10.0	80.0
-568.0819373647604	-98.78436383877546	-126.96087462940977	-90.0	10.0	90.0
-239.66771827096977	103.09198242522214	-253.86773116025284	-90.0	20.0	30.0
-286.3388124300706	88.7487554512506	-247.4595570880765	-90.0	20.0	40.0
-337.2788108701661	69.80064388697262	-237.20967257250024	-90.0	20.0	50.0
-392.3700464650825	45.0130782586243	-221.87792397672547	-90.0	20.0	60.0
-451.07128302564456	12.895053547824743	-199.90009427793171	-90.0	20.0	70.0
-512.1478741268634	-28.26833086782946	-169.37513629110924	-90.0	20.0	80.0
-573.3147403812948	-80.28980108096204	-128.13035600884686	-90.0	20.0	90.0
-209.11413484222615	156.0123412771005	-253.8677311602529	-90.0	30.0	20.0
-250.4180768039781	144.57894405272503	-250.47012581715873	-90.0	30.0	30.0
-295.829956391295	129.2515176589859	-244.43144742027314	-90.0	30.0	40.0
-345.5788383196138	108.86988521557117	-234.81659623087475	-90.0	30.0	50.0
-399.66326512717364	81.93260998061635	-220.37103264308863	-90.0	30.0	60.0
-457.6183405484602	46.54415346762232	-199.4419292026263	-90.0	30.0	70.0
-518.1475804893003	0.41807440428969966	-169.92599120916344	-90.0	30.0	80.0
-578.5876583734803	-58.98041272728341	-129.30880270131257	-90.0	30.0	90.0
