"DELTA_ROBOT"

"Time      "	"TORQUE_M1.Q"	"TORQUE_M2.Q"	"TORQUE_M3.Q"
1.182155e-01	1.647237e+04	1.626281e+04	8.830894e+03
1.219097e-01	1.648520e+04	1.627467e+04	8.848297e+03
1.256040e-01	1.648985e+04	1.627929e+04	8.876532e+03
1.292982e-01	1.649441e+04	1.628383e+04	8.904833e+03
1.329924e-01	1.650075e+04	1.628995e+04	8.930742e+03
1.366867e-01	1.650671e+04	1.629574e+04	8.957109e+03
1.403809e-01	1.651267e+04	1.630153e+04	8.983448e+03
1.440751e-01	1.652059e+04	1.630905e+04	9.007082e+03
1.477694e-01	1.653293e+04	1.632048e+04	9.024695e+03
1.514636e-01	1.653475e+04	1.632261e+04	9.056602e+03
1.551579e-01	1.654102e+04	1.632868e+04	9.082391e+03
1.588521e-01	1.654704e+04	1.633453e+04	9.108493e+03
1.625463e-01	1.655297e+04	1.634030e+04	9.134685e+03
1.662406e-01	1.655889e+04	1.634606e+04	9.160847e+03
1.699348e-01	1.657017e+04	1.635657e+04	9.179473e+03
1.736290e-01	1.657748e+04	1.636357e+04	9.203652e+03
1.773233e-01	1.658066e+04	1.636691e+04	9.233551e+03
1.810175e-01	1.658711e+04	1.637315e+04	9.258845e+03
1.847117e-01	1.659300e+04	1.637890e+04	9.284883e+03
1.884060e-01	1.659888e+04	1.638463e+04	9.310894e+03
1.921002e-01	1.660568e+04	1.639119e+04	9.335547e+03
1.957944e-01	1.661857e+04	1.640312e+04	9.351438e+03
1.994887e-01	1.662114e+04	1.640594e+04	9.382112e+03
2.031829e-01	1.662671e+04	1.641142e+04	9.408431e+03
2.068771e-01	1.663275e+04	1.641730e+04	9.434046e+03
2.105714e-01	1.663859e+04	1.642302e+04	9.459903e+03
2.142656e-01	1.664442e+04	1.642872e+04	9.485732e+03
2.179598e-01	1.665375e+04	1.643752e+04	9.506373e+03
2.216541e-01	1.666375e+04	1.644691e+04	9.526011e+03
2.253483e-01	1.666575e+04	1.644924e+04	9.557370e+03
2.290425e-01	1.667218e+04	1.645548e+04	9.582174e+03
2.327368e-01	1.667799e+04	1.646118e+04	9.607847e+03
2.364310e-01	1.668377e+04	1.646685e+04	9.633514e+03
2.401252e-01	1.668983e+04	1.647277e+04	9.658730e+03
2.438195e-01	1.670226e+04	1.648432e+04	9.674287e+03
2.475137e-01	1.670643e+04	1.648857e+04	9.702304e+03
2.512080e-01	1.671098e+04	1.649317e+04	9.729681e+03
2.549022e-01	1.671706e+04	1.649911e+04	9.754727e+03
2.585964e-01	1.672279e+04	1.650475e+04	9.780237e+03
2.622907e-01	1.672852e+04	1.651038e+04	9.805717e+03
2.659849e-01	1.673628e+04	1.651782e+04	9.827993e+03
2.696791e-01	1.674790e+04	1.652866e+04	9.844278e+03
2.733734e-01	1.674962e+04	1.653077e+04	9.875847e+03
2.770676e-01	1.675570e+04	1.653672e+04	9.900630e+03
2.807618e-01	1.676145e+04	1.654238e+04	9.925863e+03
2.844561e-01	1.676712e+04	1.654798e+04	9.951176e+03
2.881503e-01	1.677280e+04	1.655358e+04	9.976443e+03
2.918445e-01	1.678380e+04	1.656389e+04	9.993186e+03
2.955388e-01	1.679035e+04	1.657027e+04	1.001701e+04
2.992330e-01	1.679360e+04	1.657373e+04	1.004601e+04
3.029272e-01	1.679973e+04	1.657973e+04	1.007040e+04
3.066215e-01	1.680534e+04	1.658529e+04	1.009555e+04
3.103157e-01	1.681095e+04	1.659084e+04	1.012067e+04
3.140099e-01	1.681753e+04	1.659726e+04	1.014414e+04
3.177042e-01	1.682973e+04	1.660863e+04	1.015843e+04
3.213984e-01	1.683204e+04	1.661127e+04	1.018882e+04
3.250926e-01	1.683744e+04	1.661664e+04	1.021410e+04
3.287869e-01	1.684316e+04	1.662230e+04	1.023881e+04
3.324811e-01	1.684870e+04	1.662780e+04	1.026376e+04
3.361753e-01	1.685424e+04	1.663329e+04	1.028868e+04
3.398696e-01	1.686329e+04	1.664190e+04	1.030765e+04
3.435638e-01	1.687243e+04	1.665059e+04	1.032649e+04
3.472581e-01	1.687444e+04	1.665297e+04	1.035716e+04
3.509523e-01	1.688053e+04	1.665896e+04	1.038097e+04
3.546465e-01	1.688602e+04	1.666442e+04	1.040573e+04
3.583408e-01	1.689149e+04	1.666987e+04	1.043048e+04
3.620350e-01	1.689727e+04	1.667559e+04	1.045463e+04
3.657292e-01	1.690908e+04	1.668666e+04	1.046842e+04
3.694235e-01	1.691274e+04	1.669051e+04	1.049614e+04
3.731177e-01	1.691718e+04	1.669505e+04	1.052246e+04
3.768119e-01	1.692288e+04	1.670070e+04	1.054657e+04
3.805062e-01	1.692828e+04	1.670610e+04	1.057114e+04
3.842004e-01	1.693367e+04	1.671148e+04	1.059568e+04
3.878946e-01	1.694113e+04	1.671871e+04	1.061652e+04
3.915889e-01	1.695186e+04	1.672882e+04	1.063161e+04
3.952831e-01	1.695346e+04	1.673085e+04	1.066266e+04
3.989773e-01	1.695921e+04	1.673656e+04	1.068637e+04
4.026716e-01	1.696459e+04	1.674194e+04	1.071067e+04
4.063658e-01	1.696990e+04	1.674727e+04	1.073503e+04
4.100600e-01	1.697523e+04	1.675261e+04	1.075932e+04
4.137543e-01	1.698575e+04	1.676255e+04	1.077421e+04
4.174485e-01	1.699149e+04	1.676826e+04	1.079768e+04
4.211427e-01	1.699470e+04	1.677173e+04	1.082561e+04
4.248370e-01	1.700040e+04	1.677739e+04	1.084904e+04
4.285312e-01	1.700563e+04	1.678266e+04	1.087322e+04
4.322254e-01	1.701086e+04	1.678792e+04	1.089737e+04
4.359197e-01	1.701711e+04	1.679409e+04	1.091956e+04
4.396139e-01	1.702844e+04	1.680476e+04	1.093238e+04
4.433082e-01	1.703043e+04	1.680715e+04	1.096235e+04
4.470024e-01	1.703554e+04	1.681231e+04	1.098650e+04
4.506966e-01	1.704083e+04	1.681763e+04	1.101025e+04
4.543909e-01	1.704597e+04	1.682282e+04	1.103423e+04
4.580851e-01	1.705110e+04	1.682800e+04	1.105817e+04
4.617793e-01	1.705973e+04	1.683629e+04	1.107544e+04
4.654736e-01	1.706789e+04	1.684417e+04	1.109358e+04
4.691678e-01	1.706983e+04	1.684652e+04	1.112336e+04
4.728620e-01	1.707547e+04	1.685215e+04	1.114612e+04
4.765563e-01	1.708053e+04	1.685728e+04	1.116990e+04
4.802505e-01	1.708558e+04	1.686239e+04	1.119365e+04
4.839447e-01	1.709098e+04	1.686782e+04	1.121665e+04
4.876390e-01	1.710198e+04	1.687824e+04	1.122878e+04
4.913332e-01	1.710509e+04	1.688163e+04	1.125612e+04
4.950274e-01	1.710929e+04	1.688600e+04	1.128127e+04
4.987217e-01	1.711451e+04	1.689127e+04	1.130440e+04
5.024159e-01	1.711947e+04	1.689631e+04	1.132797e+04
5.061101e-01	1.712441e+04	1.690134e+04	1.135150e+04
5.098044e-01	1.713144e+04	1.690823e+04	1.137084e+04
5.134986e-01	1.714113e+04	1.691749e+04	1.138488e+04
5.171928e-01	1.714254e+04	1.691938e+04	1.141521e+04
5.208871e-01	1.714784e+04	1.692473e+04	1.143779e+04
5.245813e-01	1.715275e+04	1.692974e+04	1.146108e+04
5.282755e-01	1.715760e+04	1.693469e+04	1.148443e+04
5.319698e-01	1.716248e+04	1.693967e+04	1.150765e+04
5.356640e-01	1.717232e+04	1.694908e+04	1.152076e+04
5.393583e-01	1.717721e+04	1.695407e+04	1.154386e+04
5.430525e-01	1.718026e+04	1.695742e+04	1.157060e+04
5.467467e-01	1.718542e+04	1.696265e+04	1.159301e+04
5.504410e-01	1.719017e+04	1.696753e+04	1.161617e+04
5.541352e-01	1.719491e+04	1.697238e+04	1.163929e+04
5.578294e-01	1.720071e+04	1.697820e+04	1.166014e+04
5.615237e-01	1.721099e+04	1.698802e+04	1.167165e+04
5.652179e-01	1.721262e+04	1.699011e+04	1.170102e+04
5.689121e-01	1.721731e+04	1.699493e+04	1.172398e+04
5.726064e-01	1.722208e+04	1.699982e+04	1.174670e+04
5.763006e-01	1.722671e+04	1.700460e+04	1.176963e+04
5.799948e-01	1.723133e+04	1.700936e+04	1.179253e+04
5.836891e-01	1.723937e+04	1.701720e+04	1.180810e+04
5.873833e-01	1.724645e+04	1.702417e+04	1.182567e+04
5.910775e-01	1.724825e+04	1.702640e+04	1.185435e+04
5.947718e-01	1.725331e+04	1.703156e+04	1.187604e+04
5.984660e-01	1.725785e+04	1.703626e+04	1.189877e+04
6.021602e-01	1.726237e+04	1.704093e+04	1.192147e+04
6.058545e-01	1.726727e+04	1.704596e+04	1.194325e+04
6.095487e-01	1.727730e+04	1.705558e+04	1.195388e+04
6.132429e-01	1.727982e+04	1.705847e+04	1.198071e+04
6.169372e-01	1.728365e+04	1.706254e+04	1.200461e+04
6.206314e-01	1.728829e+04	1.706733e+04	1.202669e+04
6.243256e-01	1.729270e+04	1.707191e+04	1.204920e+04
6.280199e-01	1.729708e+04	1.707648e+04	1.207167e+04
6.317141e-01	1.730354e+04	1.708291e+04	1.208949e+04
6.354084e-01	1.731208e+04	1.709122e+04	1.210264e+04
6.391026e-01	1.731324e+04	1.709288e+04	1.213206e+04
6.427968e-01	1.731797e+04	1.709777e+04	1.215348e+04
6.464911e-01	1.732230e+04	1.710229e+04	1.217571e+04
6.501853e-01	1.732658e+04	1.710676e+04	1.219799e+04
6.538795e-01	1.733091e+04	1.711128e+04	1.222008e+04
6.575738e-01	1.733989e+04	1.712000e+04	1.223154e+04
6.612680e-01	1.734389e+04	1.712423e+04	1.225423e+04
6.649622e-01	1.734665e+04	1.712734e+04	1.227963e+04
6.686565e-01	1.735117e+04	1.713204e+04	1.230100e+04
6.723507e-01	1.735533e+04	1.713641e+04	1.232307e+04
6.760449e-01	1.735948e+04	1.714077e+04	1.234511e+04
6.797392e-01	1.736470e+04	1.714611e+04	1.236458e+04
6.834334e-01	1.737380e+04	1.715497e+04	1.237497e+04
6.871276e-01	1.737502e+04	1.715668e+04	1.240357e+04
6.908219e-01	1.737917e+04	1.716105e+04	1.242528e+04
6.945161e-01	1.738331e+04	1.716542e+04	1.244694e+04
6.982103e-01	1.738734e+04	1.716968e+04	1.246878e+04
7.019046e-01	1.739134e+04	1.717392e+04	1.249059e+04
7.055988e-01	1.739864e+04	1.718116e+04	1.250450e+04
7.092930e-01	1.740458e+04	1.718715e+04	1.252161e+04
7.129873e-01	1.740612e+04	1.718916e+04	1.254899e+04
7.166815e-01	1.741050e+04	1.719375e+04	1.256958e+04
7.203757e-01	1.741441e+04	1.719791e+04	1.259122e+04
7.240700e-01	1.741829e+04	1.720204e+04	1.261282e+04
7.277642e-01	1.742260e+04	1.720656e+04	1.263332e+04
7.314585e-01	1.743149e+04	1.721526e+04	1.264266e+04
7.351527e-01	1.743337e+04	1.721758e+04	1.266885e+04
7.388469e-01	1.743672e+04	1.722123e+04	1.269142e+04
7.425412e-01	1.744067e+04	1.722544e+04	1.271243e+04
7.462354e-01	1.744443e+04	1.722947e+04	1.273383e+04
7.499296e-01	1.744817e+04	1.723348e+04	1.275520e+04
7.536239e-01	1.745391e+04	1.723932e+04	1.277151e+04
7.573181e-01	1.746120e+04	1.724658e+04	1.278395e+04
7.610123e-01	1.746203e+04	1.724794e+04	1.281224e+04
7.647066e-01	1.746608e+04	1.725224e+04	1.283248e+04
7.684008e-01	1.746974e+04	1.725618e+04	1.285361e+04
7.720950e-01	1.747334e+04	1.726008e+04	1.287477e+04
7.757893e-01	1.747701e+04	1.726405e+04	1.289567e+04
7.794835e-01	1.748497e+04	1.727193e+04	1.290568e+04
7.831777e-01	1.748806e+04	1.727535e+04	1.292790e+04
7.868720e-01	1.749041e+04	1.727810e+04	1.295187e+04
7.905662e-01	1.749418e+04	1.728216e+04	1.297216e+04
7.942604e-01	1.749766e+04	1.728594e+04	1.299312e+04
7.979547e-01	1.750111e+04	1.728971e+04	1.301403e+04
8.016489e-01	1.750563e+04	1.729445e+04	1.303211e+04
8.053431e-01	1.751345e+04	1.730223e+04	1.304161e+04
8.090374e-01	1.751419e+04	1.730351e+04	1.306923e+04
8.127316e-01	1.751769e+04	1.730732e+04	1.308968e+04
8.164258e-01	1.752110e+04	1.731105e+04	1.311023e+04
8.201201e-01	1.752442e+04	1.731470e+04	1.313095e+04
8.238143e-01	1.752771e+04	1.731833e+04	1.315162e+04
8.275086e-01	1.753414e+04	1.732484e+04	1.316398e+04
8.312028e-01	1.753887e+04	1.732979e+04	1.318073e+04
8.348970e-01	1.754006e+04	1.733148e+04	1.320663e+04
8.385913e-01	1.754366e+04	1.733539e+04	1.322613e+04
8.422855e-01	1.754683e+04	1.733891e+04	1.324663e+04
8.459797e-01	1.754999e+04	1.734241e+04	1.326710e+04
8.496740e-01	1.755358e+04	1.734632e+04	1.328631e+04
8.533682e-01	1.756121e+04	1.735397e+04	1.329459e+04
8.570624e-01	1.756241e+04	1.735567e+04	1.331998e+04
8.607567e-01	1.756515e+04	1.735879e+04	1.334118e+04
8.644509e-01	1.756833e+04	1.736233e+04	1.336109e+04
8.681451e-01	1.757134e+04	1.736570e+04	1.338135e+04
8.718394e-01	1.757433e+04	1.736906e+04	1.340158e+04
8.755336e-01	1.757924e+04	1.737421e+04	1.341645e+04
8.792278e-01	1.758520e+04	1.738033e+04	1.342836e+04
8.829221e-01	1.758561e+04	1.738129e+04	1.345532e+04
8.866163e-01	1.758888e+04	1.738492e+04	1.347438e+04
8.903105e-01	1.759176e+04	1.738818e+04	1.349438e+04
8.940048e-01	1.759460e+04	1.739141e+04	1.351440e+04
8.976990e-01	1.759753e+04	1.739472e+04	1.353409e+04
9.013932e-01	1.760433e+04	1.740164e+04	1.354288e+04
9.050875e-01	1.760648e+04	1.740422e+04	1.356452e+04
9.087817e-01	1.760828e+04	1.740649e+04	1.358700e+04
9.124759e-01	1.761123e+04	1.740982e+04	1.360620e+04
9.161702e-01	1.761392e+04	1.741292e+04	1.362601e+04
9.198644e-01	1.761659e+04	1.741599e+04	1.364578e+04
9.235587e-01	1.762030e+04	1.742004e+04	1.366250e+04
9.272529e-01	1.762675e+04	1.742666e+04	1.367134e+04
9.309471e-01	1.762695e+04	1.742742e+04	1.369779e+04
9.346414e-01	1.762968e+04	1.743056e+04	1.371697e+04
9.383356e-01	1.763228e+04	1.743358e+04	1.373640e+04
9.420298e-01	1.763479e+04	1.743652e+04	1.375597e+04
9.457241e-01	1.763728e+04	1.743943e+04	1.377549e+04
9.494183e-01	1.764271e+04	1.744511e+04	1.378644e+04
9.531125e-01	1.764619e+04	1.744896e+04	1.380290e+04
9.568068e-01	1.764692e+04	1.745023e+04	1.382716e+04
9.605010e-01	1.764964e+04	1.745337e+04	1.384559e+04
9.641952e-01	1.765200e+04	1.745617e+04	1.386494e+04
9.678895e-01	1.765433e+04	1.745894e+04	1.388426e+04
9.715837e-01	1.765710e+04	1.746214e+04	1.390217e+04
9.752779e-01	1.766339e+04	1.746865e+04	1.390967e+04
9.789722e-01	1.766387e+04	1.746968e+04	1.393410e+04
9.826664e-01	1.766588e+04	1.747216e+04	1.395391e+04
9.863606e-01	1.766820e+04	1.747493e+04	1.397271e+04
9.900549e-01	1.767038e+04	1.747757e+04	1.399182e+04
9.937491e-01	1.767252e+04	1.748018e+04	1.401090e+04
9.974433e-01	1.767649e+04	1.748452e+04	1.402441e+04
1.001138e+00	1.768109e+04	1.748945e+04	1.403597e+04
1.004832e+00	1.768098e+04	1.748993e+04	1.406142e+04
1.008526e+00	1.768337e+04	1.749278e+04	1.407933e+04
1.012220e+00	1.768540e+04	1.749528e+04	1.409819e+04
1.015915e+00	1.768738e+04	1.749775e+04	1.411705e+04
1.019609e+00	1.768947e+04	1.750031e+04	1.413551e+04
1.023303e+00	1.769501e+04	1.750617e+04	1.414334e+04
1.026997e+00	1.769619e+04	1.750787e+04	1.416431e+04
1.030691e+00	1.769734e+04	1.750955e+04	1.418526e+04
1.034386e+00	1.769938e+04	1.751208e+04	1.420337e+04
1.038080e+00	1.770120e+04	1.751440e+04	1.422202e+04
1.041774e+00	1.770300e+04	1.751670e+04	1.424064e+04
1.045468e+00	1.770580e+04	1.751996e+04	1.425605e+04
1.049163e+00	1.771082e+04	1.752535e+04	1.426448e+04
1.052857e+00	1.771040e+04	1.752552e+04	1.428957e+04
1.056551e+00	1.771227e+04	1.752789e+04	1.430750e+04
1.060245e+00	1.771397e+04	1.753011e+04	1.432581e+04
1.063940e+00	1.771560e+04	1.753225e+04	1.434422e+04
1.067634e+00	1.771720e+04	1.753438e+04	1.436260e+04
1.071328e+00	1.772152e+04	1.753911e+04	1.437235e+04
1.075022e+00	1.772374e+04	1.754184e+04	1.438853e+04
1.078717e+00	1.772389e+04	1.754257e+04	1.441106e+04
1.082411e+00	1.772566e+04	1.754487e+04	1.442843e+04
1.086105e+00	1.772712e+04	1.754686e+04	1.444662e+04
1.089799e+00	1.772856e+04	1.754884e+04	1.446479e+04
1.093493e+00	1.773043e+04	1.755123e+04	1.448143e+04
1.097188e+00	1.773530e+04	1.755653e+04	1.448843e+04
1.100882e+00	1.773500e+04	1.755683e+04	1.451173e+04
1.104576e+00	1.773619e+04	1.755857e+04	1.453018e+04
1.108270e+00	1.773757e+04	1.756050e+04	1.454787e+04
1.111965e+00	1.773883e+04	1.756231e+04	1.456583e+04
1.115659e+00	1.774007e+04	1.756410e+04	1.458376e+04
1.119353e+00	1.774300e+04	1.756755e+04	1.459608e+04
1.123047e+00	1.774619e+04	1.757125e+04	1.460741e+04
1.126742e+00	1.774548e+04	1.757116e+04	1.463120e+04
1.130436e+00	1.774691e+04	1.757314e+04	1.464799e+04
1.134130e+00	1.774800e+04	1.757481e+04	1.466571e+04
1.137824e+00	1.774906e+04	1.757645e+04	1.468343e+04
1.141518e+00	1.775022e+04	1.757819e+04	1.470065e+04
1.145213e+00	1.775442e+04	1.758290e+04	1.470783e+04
1.148907e+00	1.775462e+04	1.758369e+04	1.472800e+04
1.152601e+00	1.775500e+04	1.758466e+04	1.474742e+04
1.156295e+00	1.775607e+04	1.758632e+04	1.476445e+04
1.159990e+00	1.775695e+04	1.758779e+04	1.478196e+04
1.163684e+00	1.775781e+04	1.758924e+04	1.479944e+04
1.167378e+00	1.775961e+04	1.759162e+04	1.481365e+04
1.171072e+00	1.776317e+04	1.759573e+04	1.482188e+04
1.174767e+00	1.776205e+04	1.759526e+04	1.484545e+04
1.178461e+00	1.776297e+04	1.759678e+04	1.486218e+04
1.182155e+00	1.776371e+04	1.759812e+04	1.487937e+04
1.185849e+00	1.776438e+04	1.759941e+04	1.489664e+04
1.189544e+00	1.776503e+04	1.760067e+04	1.491385e+04
1.193238e+00	1.776814e+04	1.760437e+04	1.492268e+04
1.196932e+00	1.776911e+04	1.760596e+04	1.493853e+04
1.200626e+00	1.776858e+04	1.760606e+04	1.495932e+04
1.204320e+00	1.776934e+04	1.760743e+04	1.497565e+04
1.208015e+00	1.776983e+04	1.760856e+04	1.499271e+04
1.211709e+00	1.777030e+04	1.760965e+04	1.500974e+04
1.215403e+00	1.777119e+04	1.761118e+04	1.502518e+04
1.219097e+00	1.777459e+04	1.761520e+04	1.503193e+04
1.222792e+00	1.777347e+04	1.761472e+04	1.505395e+04
1.226486e+00	1.777375e+04	1.761564e+04	1.507107e+04
1.230180e+00	1.777413e+04	1.761667e+04	1.508768e+04
1.233874e+00	1.777441e+04	1.761760e+04	1.510451e+04
1.237569e+00	1.777467e+04	1.761850e+04	1.512130e+04
1.241263e+00	1.777648e+04	1.762096e+04	1.513258e+04
1.244957e+00	1.777826e+04	1.762341e+04	1.514382e+04
1.248651e+00	1.777687e+04	1.762267e+04	1.516584e+04
1.252346e+00	1.777727e+04	1.762373e+04	1.518157e+04
1.256040e+00	1.777737e+04	1.762450e+04	1.519818e+04
1.259734e+00	1.777744e+04	1.762523e+04	1.521477e+04
1.263428e+00	1.777762e+04	1.762608e+04	1.523081e+04
1.267122e+00	1.778042e+04	1.762958e+04	1.523762e+04
1.270817e+00	1.777960e+04	1.762943e+04	1.525686e+04
1.274511e+00	1.777912e+04	1.762962e+04	1.527478e+04
1.278205e+00	1.777916e+04	1.763034e+04	1.529077e+04
1.281899e+00	1.777904e+04	1.763090e+04	1.530716e+04
1.285594e+00	1.777889e+04	1.763144e+04	1.532351e+04
1.289288e+00	1.777962e+04	1.763287e+04	1.533663e+04
1.292982e+00	1.778171e+04	1.763568e+04	1.534485e+04
1.296676e+00	1.777985e+04	1.763449e+04	1.536678e+04
1.300371e+00	1.777975e+04	1.763509e+04	1.538237e+04
1.304065e+00	1.777947e+04	1.763551e+04	1.539847e+04
1.307759e+00	1.777914e+04	1.763587e+04	1.541463e+04
1.311453e+00	1.777878e+04	1.763622e+04	1.543071e+04
1.315148e+00	1.778060e+04	1.763880e+04	1.543891e+04
1.318842e+00	1.778034e+04	1.763926e+04	1.545435e+04
1.322536e+00	1.777902e+04	1.763863e+04	1.547340e+04
1.326230e+00	1.777871e+04	1.763904e+04	1.548874e+04
1.329924e+00	1.777818e+04	1.763923e+04	1.550469e+04
1.333619e+00	1.777763e+04	1.763940e+04	1.552062e+04
1.337313e+00	1.777748e+04	1.763999e+04	1.553494e+04
1.341007e+00	1.777939e+04	1.764271e+04	1.554171e+04
1.344701e+00	1.777740e+04	1.764140e+04	1.556230e+04
1.348396e+00	1.777670e+04	1.764143e+04	1.557816e+04
1.352090e+00	1.777604e+04	1.764150e+04	1.559372e+04
1.355784e+00	1.777529e+04	1.764149e+04	1.560945e+04
1.359478e+00	1.777451e+04	1.764145e+04	1.562515e+04
1.363173e+00	1.777514e+04	1.764288e+04	1.563559e+04
1.366867e+00	1.777553e+04	1.764406e+04	1.564680e+04
1.370561e+00	1.777337e+04	1.764260e+04	1.566698e+04
1.374255e+00	1.777270e+04	1.764268e+04	1.568173e+04
1.377950e+00	1.777176e+04	1.764250e+04	1.569725e+04
1.381644e+00	1.777078e+04	1.764228e+04	1.571276e+04
1.385338e+00	1.776993e+04	1.764219e+04	1.572767e+04
1.389032e+00	1.777130e+04	1.764444e+04	1.573438e+04
1.392726e+00	1.776946e+04	1.764332e+04	1.575257e+04
1.396421e+00	1.776805e+04	1.764266e+04	1.576906e+04
1.400115e+00	1.776701e+04	1.764240e+04	1.578404e+04
1.403809e+00	1.776585e+04	1.764201e+04	1.579935e+04
1.407503e+00	1.776465e+04	1.764158e+04	1.581464e+04
1.411198e+00	1.776426e+04	1.764202e+04	1.582682e+04
1.414892e+00	1.776486e+04	1.764351e+04	1.583519e+04
1.418586e+00	1.776220e+04	1.764154e+04	1.585537e+04
1.422280e+00	1.776104e+04	1.764118e+04	1.586990e+04
1.425975e+00	1.775970e+04	1.764062e+04	1.588496e+04
1.429669e+00	1.775830e+04	1.764002e+04	1.590004e+04
1.433363e+00	1.775690e+04	1.763941e+04	1.591504e+04
1.437057e+00	1.775739e+04	1.764083e+04	1.592288e+04
1.440751e+00	1.775591e+04	1.764015e+04	1.593781e+04
1.444446e+00	1.775373e+04	1.763872e+04	1.595520e+04
1.448140e+00	1.775232e+04	1.763813e+04	1.596959e+04
1.451834e+00	1.775074e+04	1.763735e+04	1.598449e+04
1.455528e+00	1.774912e+04	1.763653e+04	1.599936e+04
1.459223e+00	1.774788e+04	1.763614e+04	1.601266e+04
1.462917e+00	1.774830e+04	1.763755e+04	1.601965e+04
1.466611e+00	1.774542e+04	1.763539e+04	1.603871e+04
1.470305e+00	1.774368e+04	1.763447e+04	1.605341e+04
1.474000e+00	1.774194e+04	1.763355e+04	1.606796e+04
1.477694e+00	1.774012e+04	1.763256e+04	1.608264e+04
1.481388e+00	1.773827e+04	1.763154e+04	1.609729e+04
1.485082e+00	1.773768e+04	1.763189e+04	1.610712e+04
1.488777e+00	1.773668e+04	1.763180e+04	1.611832e+04
1.492471e+00	1.773371e+04	1.762957e+04	1.613667e+04
1.496165e+00	1.773192e+04	1.762863e+04	1.615049e+04
1.499859e+00	1.772991e+04	1.762746e+04	1.616498e+04
1.503553e+00	1.772786e+04	1.762626e+04	1.617945e+04
1.507248e+00	1.772594e+04	1.762519e+04	1.619332e+04
1.510942e+00	1.772585e+04	1.762616e+04	1.620018e+04
1.514636e+00	1.772299e+04	1.762407e+04	1.621722e+04
1.518330e+00	1.772059e+04	1.762250e+04	1.623237e+04
1.522025e+00	1.771846e+04	1.762123e+04	1.624640e+04
1.525719e+00	1.771621e+04	1.761985e+04	1.626068e+04
1.529413e+00	1.771394e+04	1.761843e+04	1.627494e+04
1.533107e+00	1.771238e+04	1.761782e+04	1.628635e+04
1.536802e+00	1.771153e+04	1.761800e+04	1.629498e+04
1.540496e+00	1.770802e+04	1.761523e+04	1.631337e+04
1.544190e+00	1.770576e+04	1.761386e+04	1.632694e+04
1.547884e+00	1.770333e+04	1.761230e+04	1.634100e+04
1.551579e+00	1.770085e+04	1.761070e+04	1.635508e+04
1.555273e+00	1.769837e+04	1.760910e+04	1.636904e+04
1.558967e+00	1.769750e+04	1.760933e+04	1.637680e+04
1.562661e+00	1.769484e+04	1.760753e+04	1.639112e+04
1.566355e+00	1.769173e+04	1.760525e+04	1.640693e+04
1.570050e+00	1.768921e+04	1.760363e+04	1.642043e+04
1.573744e+00	1.768653e+04	1.760185e+04	1.643432e+04
1.577438e+00	1.768383e+04	1.760003e+04	1.644820e+04
1.581132e+00	1.768147e+04	1.759863e+04	1.646061e+04
1.584827e+00	1.768042e+04	1.759871e+04	1.646799e+04
1.588521e+00	1.767662e+04	1.759567e+04	1.648546e+04
1.592215e+00	1.767381e+04	1.759377e+04	1.649909e+04
1.595909e+00	1.767097e+04	1.759184e+04	1.651269e+04
