-0,2505329481712167
-0,25053200584356805
-0,2505291788532091
-0,25052446717790106
-0,2505178707805778
-0,2505093896093519
-0,2504990235975121
-0,2504867726635275
-0,2504726367110512
-0,2504566156289228
-0,2504387092911729
-0,2504189175570272
-0,2503972402709125
-0,2503736772624614
-0,2503482283465195
-0,25032089332315105
-0,25029167197764735
-0,2502605640805346
-0,25022756938758006
-0,25019268763980457
-0,2501559185634895
-0,25011726187018674
-0,250076717256731
-0,25003428440524816
-0,24998996298317044
-0,24994375264324553
-0,24989565302355013
-0,24984566374750386
-0,249793784423883
-0,24974001464683354
-0,24968435399588743
-0,24962680203597723
-0,24956735831745214
-0,24950602237609473
-0,24944279373313752
-0,2493776718952812
-0,2493106563547116
-0,24924174658911974
-0,24917094206171936
-0,2490982422212678
-0,24902364650208605
-0,24894715432407877
-0,24886876509275585
-0,24878847819925606
-0,24870629302036573
-0,24862220891854483
-0,24853622524194985
-0,24844834132445506
-0,24835855648568167
-0,24826687003101808
-0,24817328125164914
-0,2423928773146989
-0,23656807252923315
-0,23069987166523076
-0,22478927165622592
-0,21883726111505422
-0,21284481986861287
-0,20681291851201422
-0,200742517982425
-0,19463456915283356
-0,18849001244590638
-0,18230977746804158
-0,17609478266365786
-0,16984593498970801
-0,1635641296103432
-0,15725024961160786
-0,15090516573599128
-0,14452973613662393
-0,13812480615085004
-0,13169120809288853
-0,12522976106523576
-0,11874127078845043
-0,11222652944891279
-0,10568631556414174
-0,09912139386520924
-0,09253251519579005
-0,08592041642734807
-0,07928582038995663
-0,07262943581823145
-0,06595195731184847
-0,0592540653100993
-0,052536426079945873
-0,04579969171701808
-0,03904450015900263
-0,03227147521086993
-0,02548122658138394
-0,018674349930345814
-0,011851426926025484
-0,005013025312237647
0,0018403010154699312
0,008708011925041833
0,0155895809550748
0,022484495214416665
0,02939225527470507
0,03631237505632912
0,04324438170829137
0,05018781548242951
0,05714222960245024
0,06410719012820813
0,07108227581565306
0,07806707797285731
0,08506120031251461
0,09206425880129081
0,09907588150639905
0,10609570843974575
0,11312339139998931
0,12015859381283632
0,12720099056988834
0,13425026786633132
0,14130612303775847
0,14836826439639303
0,15543641106697287
0,16251029282253682
0,16958964992035325
0,17667423293820653
0,1837638026112523
0,19085812966964044
0,1979569946770931
0,20506018787061234
0,2121675090014862
0,21927876717774697
0,22639378070823094
0,23351237694837343
0,24063439214787408
0,24775967130034504
0,2548880679950622
0,2620194442709156
0,26915367047266797
0,2762906251095966
0,2834301947166175
0,2905722737179588
0,29771676429345967
0,3048635762475594
0,3120126268810385
0,31916384086556654
0,32631715012110746
0,33347249369623244
0,3406298176513786
0,3477890749450965
0,35495022532332066
0,36211323521169536
0,3692780776109873
0,37644473199560896
0,3836131842152803
0,3907834263998522
0,39795545686730716
0,405129280034963
0,4123049063338907
0,41948235212657103
0,4266616396277953
0,43384279682883375
0,4410258574248818
0,4482108607457976
0,4553978516901451
0,4625868806625595
0,46977800351444227
0,47697128148800816
0,4841667811636901
0,4913645744109303
0,4985647383423584
0,5057673552713895
0,512972512673251
0,520180303149465
0,5273908243958073
0,5346041791737649
0,5418204752855205
0,5490398255524949
0,5562623477974749
0,5634881648303633
